type,name,test,value
execution-time,wasmtimecraneliftoptimized,2mm,5.762697
execution-time,wasmtimecraneliftoptimized,3mm,11.575855
execution-time,wasmtimecraneliftoptimized,adi,9.031286
execution-time,wasmtimecraneliftoptimized,atax,0.018329
execution-time,wasmtimecraneliftoptimized,bicg,0.021322
execution-time,wasmtimecraneliftoptimized,cholesky,2.550723
execution-time,wasmtimecraneliftoptimized,correlation,5.810826
execution-time,wasmtimecraneliftoptimized,covariance,5.788138
execution-time,wasmtimecraneliftoptimized,deriche,0.251595
execution-time,wasmtimecraneliftoptimized,doitgen,1.156285
execution-time,wasmtimecraneliftoptimized,durbin,0.011092
execution-time,wasmtimecraneliftoptimized,fdtd-2d,5.246265
execution-time,wasmtimecraneliftoptimized,floyd-warshall,71.518536
execution-time,wasmtimecraneliftoptimized,gemm,3.116361
execution-time,wasmtimecraneliftoptimized,gemver,0.043689
execution-time,wasmtimecraneliftoptimized,gesummv,0.008925
execution-time,wasmtimecraneliftoptimized,gramschmidt,9.647682
execution-time,wasmtimecraneliftoptimized,heat-3d,11.220586
execution-time,wasmtimecraneliftoptimized,jacobi-1d,0.005174
execution-time,wasmtimecraneliftoptimized,jacobi-2d,6.603605
execution-time,wasmtimecraneliftoptimized,lu,12.350947
execution-time,wasmtimecraneliftoptimized,ludcmp,9.978662
execution-time,wasmtimecraneliftoptimized,mvt,0.027657
execution-time,wasmtimecraneliftoptimized,nussinov,12.126431
execution-time,wasmtimecraneliftoptimized,seidel-2d,21.019451
execution-time,wasmtimecraneliftoptimized,symm,4.715903
execution-time,wasmtimecraneliftoptimized,syr2k,8.012463
execution-time,wasmtimecraneliftoptimized,syrk,2.794392
execution-time,wasmtimecraneliftoptimized,trisolv,0.003868
execution-time,wasmtimecraneliftoptimized,trmm,2.660964
