type,name,test,value
execution-time,wasmtimecraneliftoptimized,2mm,5.601698
execution-time,wasmtimecraneliftoptimized,3mm,11.742813
execution-time,wasmtimecraneliftoptimized,adi,9.002112
execution-time,wasmtimecraneliftoptimized,atax,0.017787
execution-time,wasmtimecraneliftoptimized,bicg,0.02142
execution-time,wasmtimecraneliftoptimized,cholesky,2.550382
execution-time,wasmtimecraneliftoptimized,correlation,5.767735
execution-time,wasmtimecraneliftoptimized,covariance,5.827681
execution-time,wasmtimecraneliftoptimized,deriche,0.24847
execution-time,wasmtimecraneliftoptimized,doitgen,1.114669
execution-time,wasmtimecraneliftoptimized,durbin,0.011739
execution-time,wasmtimecraneliftoptimized,fdtd-2d,5.239226
execution-time,wasmtimecraneliftoptimized,floyd-warshall,71.533818
execution-time,wasmtimecraneliftoptimized,gemm,3.113493
execution-time,wasmtimecraneliftoptimized,gemver,0.043466
execution-time,wasmtimecraneliftoptimized,gesummv,0.009005
execution-time,wasmtimecraneliftoptimized,gramschmidt,9.622075
execution-time,wasmtimecraneliftoptimized,heat-3d,11.221155
execution-time,wasmtimecraneliftoptimized,jacobi-1d,0.005298
execution-time,wasmtimecraneliftoptimized,jacobi-2d,6.600872
execution-time,wasmtimecraneliftoptimized,lu,12.15517
execution-time,wasmtimecraneliftoptimized,ludcmp,9.979479
execution-time,wasmtimecraneliftoptimized,mvt,0.02758
execution-time,wasmtimecraneliftoptimized,nussinov,12.148615
execution-time,wasmtimecraneliftoptimized,seidel-2d,21.022797
execution-time,wasmtimecraneliftoptimized,symm,4.655655
execution-time,wasmtimecraneliftoptimized,syr2k,8.025207
execution-time,wasmtimecraneliftoptimized,syrk,2.728971
execution-time,wasmtimecraneliftoptimized,trisolv,0.003869
execution-time,wasmtimecraneliftoptimized,trmm,2.612812
