type,name,test,value
execution-time,spidermonkeywasm,covariance,5.984
execution-time,spidermonkeywasm,correlation,6.019
execution-time,spidermonkeywasm,mvt,0.02
execution-time,spidermonkeywasm,bicg,0.009
execution-time,spidermonkeywasm,doitgen,0.975
execution-time,spidermonkeywasm,2mm,4.447
execution-time,spidermonkeywasm,atax,0.01
execution-time,spidermonkeywasm,3mm,8.103
execution-time,spidermonkeywasm,gesummv,0.004
execution-time,spidermonkeywasm,syrk,1.707
execution-time,spidermonkeywasm,gemm,2.422
execution-time,spidermonkeywasm,syr2k,5.424
execution-time,spidermonkeywasm,trmm,2.443
execution-time,spidermonkeywasm,gemver,0.028
execution-time,spidermonkeywasm,symm,3.897
execution-time,spidermonkeywasm,trisolv,0.002
execution-time,spidermonkeywasm,durbin,0.007
execution-time,spidermonkeywasm,ludcmp,8.731
execution-time,spidermonkeywasm,gramschmidt,9.825
execution-time,spidermonkeywasm,cholesky,1.571
execution-time,spidermonkeywasm,lu,9.184
execution-time,spidermonkeywasm,floyd-warshall,41.588
execution-time,spidermonkeywasm,nussinov,8.961
execution-time,spidermonkeywasm,deriche,0.244
execution-time,spidermonkeywasm,heat-3d,4.957
execution-time,spidermonkeywasm,seidel-2d,19.597
execution-time,spidermonkeywasm,jacobi-2d,3.31
execution-time,spidermonkeywasm,adi,8.482
execution-time,spidermonkeywasm,fdtd-2d,3.487
execution-time,spidermonkeywasm,jacobi-1d,0.003
