type,name,test,value
execution-time,spidermonkey,covariance,6.317
execution-time,spidermonkey,correlation,6.258
execution-time,spidermonkey,mvt,0.037
execution-time,spidermonkey,bicg,0.025
execution-time,spidermonkey,doitgen,1.69
execution-time,spidermonkey,2mm,7.788
execution-time,spidermonkey,atax,0.029
execution-time,spidermonkey,3mm,16.016
execution-time,spidermonkey,gesummv,0.012
execution-time,spidermonkey,syrk,2.954
execution-time,spidermonkey,gemm,4.988
execution-time,spidermonkey,syr2k,7.401
execution-time,spidermonkey,trmm,2.87
execution-time,spidermonkey,gemver,0.065
execution-time,spidermonkey,symm,5.26
execution-time,spidermonkey,trisolv,0.008
execution-time,spidermonkey,durbin,0.021
execution-time,spidermonkey,ludcmp,13.769
execution-time,spidermonkey,gramschmidt,9.41
execution-time,spidermonkey,cholesky,3.252
execution-time,spidermonkey,lu,13.341
execution-time,spidermonkey,floyd-warshall,70.992
execution-time,spidermonkey,nussinov,28.088
execution-time,spidermonkey,deriche,0.395
execution-time,spidermonkey,heat-3d,29.753
execution-time,spidermonkey,seidel-2d,18.982
execution-time,spidermonkey,jacobi-2d,11.252
execution-time,spidermonkey,adi,12.25
execution-time,spidermonkey,fdtd-2d,7.729
execution-time,spidermonkey,jacobi-1d,0.015
