type,name,test,value
execution-time,wasmtimecraneliftoptimized,covariance,6.098397
execution-time,wasmtimecraneliftoptimized,correlation,6.113568
execution-time,wasmtimecraneliftoptimized,mvt,0.029767
execution-time,wasmtimecraneliftoptimized,bicg,0.021856
execution-time,wasmtimecraneliftoptimized,doitgen,1.247918
execution-time,wasmtimecraneliftoptimized,2mm,6.691831
execution-time,wasmtimecraneliftoptimized,atax,0.019768
execution-time,wasmtimecraneliftoptimized,3mm,13.20977
execution-time,wasmtimecraneliftoptimized,gesummv,0.009297
execution-time,wasmtimecraneliftoptimized,syrk,3.053918
execution-time,wasmtimecraneliftoptimized,gemm,3.751882
execution-time,wasmtimecraneliftoptimized,syr2k,8.887626
execution-time,wasmtimecraneliftoptimized,trmm,2.74854
execution-time,wasmtimecraneliftoptimized,gemver,0.047497
execution-time,wasmtimecraneliftoptimized,symm,5.117375
execution-time,wasmtimecraneliftoptimized,trisolv,0.0049
execution-time,wasmtimecraneliftoptimized,durbin,0.01284
execution-time,wasmtimecraneliftoptimized,ludcmp,11.368492
execution-time,wasmtimecraneliftoptimized,gramschmidt,9.604275
execution-time,wasmtimecraneliftoptimized,cholesky,3.111731
execution-time,wasmtimecraneliftoptimized,lu,12.373815
execution-time,wasmtimecraneliftoptimized,floyd-warshall,85.992056
execution-time,wasmtimecraneliftoptimized,nussinov,12.613445
execution-time,wasmtimecraneliftoptimized,deriche,0.254131
execution-time,wasmtimecraneliftoptimized,heat-3d,11.736799
execution-time,wasmtimecraneliftoptimized,seidel-2d,21.519131
execution-time,wasmtimecraneliftoptimized,jacobi-2d,7.120374
execution-time,wasmtimecraneliftoptimized,adi,10.127411
execution-time,wasmtimecraneliftoptimized,fdtd-2d,6.679138
execution-time,wasmtimecraneliftoptimized,jacobi-1d,0.006207
