type,name,test,value
execution-time,spidermonkeywasm,covariance,5.971
execution-time,spidermonkeywasm,correlation,6.01
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.01
execution-time,spidermonkeywasm,doitgen,0.625
execution-time,spidermonkeywasm,2mm,4.764
execution-time,spidermonkeywasm,atax,0.01
execution-time,spidermonkeywasm,3mm,7.923
execution-time,spidermonkeywasm,gesummv,0.005
execution-time,spidermonkeywasm,syrk,1.741
execution-time,spidermonkeywasm,gemm,1.796
execution-time,spidermonkeywasm,syr2k,5.454
execution-time,spidermonkeywasm,trmm,2.415
execution-time,spidermonkeywasm,gemver,0.029
execution-time,spidermonkeywasm,symm,3.924
execution-time,spidermonkeywasm,trisolv,0.004
execution-time,spidermonkeywasm,durbin,0.008
execution-time,spidermonkeywasm,ludcmp,8.634
execution-time,spidermonkeywasm,gramschmidt,9.691
execution-time,spidermonkeywasm,cholesky,1.58
execution-time,spidermonkeywasm,lu,9.183
execution-time,spidermonkeywasm,floyd-warshall,28.968
execution-time,spidermonkeywasm,nussinov,8.696
execution-time,spidermonkeywasm,deriche,0.245
execution-time,spidermonkeywasm,heat-3d,4.993
execution-time,spidermonkeywasm,seidel-2d,19.609
execution-time,spidermonkeywasm,jacobi-2d,3.278
execution-time,spidermonkeywasm,adi,8.487
execution-time,spidermonkeywasm,fdtd-2d,3.563
execution-time,spidermonkeywasm,jacobi-1d,0.003
