type,name,test,value
execution-time,wasmersinglepass,covariance,8.451209
execution-time,wasmersinglepass,correlation,8.399642
execution-time,wasmersinglepass,mvt,0.048767
execution-time,wasmersinglepass,bicg,0.038385
execution-time,wasmersinglepass,doitgen,2.168002
execution-time,wasmersinglepass,2mm,11.454209
execution-time,wasmersinglepass,atax,0.035204
execution-time,wasmersinglepass,3mm,24.113287
execution-time,wasmersinglepass,gesummv,0.014608
execution-time,wasmersinglepass,syrk,5.059083
execution-time,wasmersinglepass,gemm,6.893298
execution-time,wasmersinglepass,syr2k,13.838761
execution-time,wasmersinglepass,trmm,3.655078
execution-time,wasmersinglepass,gemver,0.077845
execution-time,wasmersinglepass,symm,8.003425
execution-time,wasmersinglepass,trisolv,0.009378
execution-time,wasmersinglepass,durbin,0.024735
execution-time,wasmersinglepass,ludcmp,15.659797
execution-time,wasmersinglepass,gramschmidt,10.663022
execution-time,wasmersinglepass,cholesky,6.408144
execution-time,wasmersinglepass,lu,18.718814
execution-time,wasmersinglepass,floyd-warshall,139.38424
execution-time,wasmersinglepass,nussinov,18.885639
execution-time,wasmersinglepass,deriche,0.356709
execution-time,wasmersinglepass,heat-3d,17.881944
execution-time,wasmersinglepass,seidel-2d,22.032474
execution-time,wasmersinglepass,jacobi-2d,13.386815
execution-time,wasmersinglepass,adi,15.627105
execution-time,wasmersinglepass,fdtd-2d,11.503901
execution-time,wasmersinglepass,jacobi-1d,0.011709
