type,name,test,value
execution-time,spidermonkey,covariance,6.411
execution-time,spidermonkey,correlation,6.247
execution-time,spidermonkey,mvt,0.04
execution-time,spidermonkey,bicg,0.024
execution-time,spidermonkey,doitgen,1.75
execution-time,spidermonkey,2mm,7.628
execution-time,spidermonkey,atax,0.029
execution-time,spidermonkey,3mm,15.925
execution-time,spidermonkey,gesummv,0.013
execution-time,spidermonkey,syrk,2.913
execution-time,spidermonkey,gemm,4.99
execution-time,spidermonkey,syr2k,7.412
execution-time,spidermonkey,trmm,2.837
execution-time,spidermonkey,gemver,0.067
execution-time,spidermonkey,symm,5.248
execution-time,spidermonkey,trisolv,0.009
execution-time,spidermonkey,durbin,0.02
execution-time,spidermonkey,ludcmp,13.892
execution-time,spidermonkey,gramschmidt,9.449
execution-time,spidermonkey,cholesky,3.22
execution-time,spidermonkey,lu,13.312
execution-time,spidermonkey,floyd-warshall,69.995
execution-time,spidermonkey,nussinov,28.084
execution-time,spidermonkey,deriche,0.396
execution-time,spidermonkey,heat-3d,29.94
execution-time,spidermonkey,seidel-2d,18.819
execution-time,spidermonkey,jacobi-2d,11.39
execution-time,spidermonkey,adi,11.653
execution-time,spidermonkey,fdtd-2d,7.536
execution-time,spidermonkey,jacobi-1d,0.014
