type,name,test,value
initialization-time,spidermonkeywasm,covariance,0.03258214396191761
initialization-time,spidermonkeywasm,correlation,0.03280496801016852
initialization-time,spidermonkeywasm,mvt,0.03200705099152401
initialization-time,spidermonkeywasm,bicg,0.030631702044047415
initialization-time,spidermonkeywasm,doitgen,0.03374391997931525
initialization-time,spidermonkeywasm,2mm,0.035370387020520866
initialization-time,spidermonkeywasm,atax,0.03375525603769347
initialization-time,spidermonkeywasm,3mm,0.03043817396974191
initialization-time,spidermonkeywasm,gesummv,0.029443579958751798
initialization-time,spidermonkeywasm,syrk,0.02845616400009021
initialization-time,spidermonkeywasm,gemm,0.03058557998156175
initialization-time,spidermonkeywasm,syr2k,0.032883537001907825
initialization-time,spidermonkeywasm,trmm,0.0330016230000183
initialization-time,spidermonkeywasm,gemver,0.03296866297023371
initialization-time,spidermonkeywasm,symm,0.03313557599904016
initialization-time,spidermonkeywasm,trisolv,0.03283927001757547
initialization-time,spidermonkeywasm,durbin,0.03353403997607529
initialization-time,spidermonkeywasm,ludcmp,0.03445960395038128
initialization-time,spidermonkeywasm,gramschmidt,0.03397734503960237
initialization-time,spidermonkeywasm,cholesky,0.033808677981141955
initialization-time,spidermonkeywasm,lu,0.032384565041866153
initialization-time,spidermonkeywasm,floyd-warshall,0.03021824499592185
initialization-time,spidermonkeywasm,nussinov,0.029389117029495537
initialization-time,spidermonkeywasm,deriche,0.02978603699011728
initialization-time,spidermonkeywasm,heat-3d,0.03157334198476747
initialization-time,spidermonkeywasm,seidel-2d,0.03363815596094355
initialization-time,spidermonkeywasm,jacobi-2d,0.036441111005842686
initialization-time,spidermonkeywasm,adi,0.034900736005511135
initialization-time,spidermonkeywasm,fdtd-2d,0.03392654802883044
initialization-time,spidermonkeywasm,jacobi-1d,0.033934167004190385
