type,name,test,value
execution-time,spidermonkeywasm,covariance,6.036
execution-time,spidermonkeywasm,correlation,5.893
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.009
execution-time,spidermonkeywasm,doitgen,0.963
execution-time,spidermonkeywasm,2mm,4.73
execution-time,spidermonkeywasm,atax,0.009
execution-time,spidermonkeywasm,3mm,7.889
execution-time,spidermonkeywasm,gesummv,0.004
execution-time,spidermonkeywasm,syrk,1.71
execution-time,spidermonkeywasm,gemm,1.799
execution-time,spidermonkeywasm,syr2k,5.608
execution-time,spidermonkeywasm,trmm,2.401
execution-time,spidermonkeywasm,gemver,0.029
execution-time,spidermonkeywasm,symm,3.849
execution-time,spidermonkeywasm,trisolv,0.003
execution-time,spidermonkeywasm,durbin,0.007
execution-time,spidermonkeywasm,ludcmp,8.999
execution-time,spidermonkeywasm,gramschmidt,9.703
execution-time,spidermonkeywasm,cholesky,1.578
execution-time,spidermonkeywasm,lu,9.044
execution-time,spidermonkeywasm,floyd-warshall,28.981
execution-time,spidermonkeywasm,nussinov,8.586
execution-time,spidermonkeywasm,deriche,0.245
execution-time,spidermonkeywasm,heat-3d,4.942
execution-time,spidermonkeywasm,seidel-2d,19.604
execution-time,spidermonkeywasm,jacobi-2d,3.667
execution-time,spidermonkeywasm,adi,8.468
execution-time,spidermonkeywasm,fdtd-2d,3.495
execution-time,spidermonkeywasm,jacobi-1d,0.003
