type,name,test,value
execution-time,spidermonkey,covariance,6.405
execution-time,spidermonkey,correlation,6.287
execution-time,spidermonkey,mvt,0.037
execution-time,spidermonkey,bicg,0.025
execution-time,spidermonkey,doitgen,1.723
execution-time,spidermonkey,2mm,7.675
execution-time,spidermonkey,atax,0.03
execution-time,spidermonkey,3mm,15.788
execution-time,spidermonkey,gesummv,0.013
execution-time,spidermonkey,syrk,2.861
execution-time,spidermonkey,gemm,5.005
execution-time,spidermonkey,syr2k,7.363
execution-time,spidermonkey,trmm,2.849
execution-time,spidermonkey,gemver,0.066
execution-time,spidermonkey,symm,5.311
execution-time,spidermonkey,trisolv,0.009
execution-time,spidermonkey,durbin,0.023
execution-time,spidermonkey,ludcmp,13.871
execution-time,spidermonkey,gramschmidt,9.491
execution-time,spidermonkey,cholesky,3.223
execution-time,spidermonkey,lu,13.37
execution-time,spidermonkey,floyd-warshall,69.73
execution-time,spidermonkey,nussinov,27.628
execution-time,spidermonkey,deriche,0.394
execution-time,spidermonkey,heat-3d,29.832
execution-time,spidermonkey,seidel-2d,18.901
execution-time,spidermonkey,jacobi-2d,11.105
execution-time,spidermonkey,adi,12.218
execution-time,spidermonkey,fdtd-2d,7.801
execution-time,spidermonkey,jacobi-1d,0.015
