type,name,test,value
initialization-time,x8664generic,covariance,0.003245976000016526
initialization-time,x8664generic,correlation,0.0030235269999820957
initialization-time,x8664generic,mvt,0.0028876110000055633
initialization-time,x8664generic,bicg,0.0032025440000040817
initialization-time,x8664generic,doitgen,0.003157071999993377
initialization-time,x8664generic,2mm,0.003176654000014878
initialization-time,x8664generic,atax,0.003225282000016705
initialization-time,x8664generic,3mm,0.0029729949999932614
initialization-time,x8664generic,gesummv,0.003061717000008457
initialization-time,x8664generic,syrk,0.0029600519999917196
initialization-time,x8664generic,gemm,0.0029960340000059205
initialization-time,x8664generic,syr2k,0.003095234999989316
initialization-time,x8664generic,trmm,0.0028551549999917825
initialization-time,x8664generic,gemver,0.002886430999978984
initialization-time,x8664generic,symm,0.0029352360000132194
initialization-time,x8664generic,trisolv,0.0028860730000133117
initialization-time,x8664generic,durbin,0.0029701839999916047
initialization-time,x8664generic,ludcmp,0.002914188999994849
initialization-time,x8664generic,gramschmidt,0.0028835200000116856
initialization-time,x8664generic,cholesky,0.002922789999985298
initialization-time,x8664generic,lu,0.0028719710000189025
initialization-time,x8664generic,floyd-warshall,0.002900280999995175
initialization-time,x8664generic,nussinov,0.0028366239999968457
initialization-time,x8664generic,deriche,0.0028884200000049987
initialization-time,x8664generic,heat-3d,0.0029513249999979507
initialization-time,x8664generic,seidel-2d,0.0029410239999947407
initialization-time,x8664generic,jacobi-2d,0.002843686999995043
initialization-time,x8664generic,adi,0.0028619140000216703
initialization-time,x8664generic,fdtd-2d,0.0028950710000117397
initialization-time,x8664generic,jacobi-1d,0.0035172429999761334
