type,name,test,value
initialization-time,wasmer,covariance,0.06425855199995567
initialization-time,wasmer,correlation,0.06254044500019518
initialization-time,wasmer,mvt,0.061844621999625815
initialization-time,wasmer,bicg,0.06781937899722834
initialization-time,wasmer,doitgen,0.06717425399983767
initialization-time,wasmer,2mm,0.06418368999948143
initialization-time,wasmer,atax,0.06260472400026629
initialization-time,wasmer,3mm,0.06884445199830225
initialization-time,wasmer,gesummv,0.0646485399993253
initialization-time,wasmer,syrk,0.06179536000126973
initialization-time,wasmer,gemm,0.0641456230005133
initialization-time,wasmer,syr2k,0.06687798500206554
initialization-time,wasmer,trmm,0.0674169689991686
initialization-time,wasmer,gemver,0.06648585199945956
initialization-time,wasmer,symm,0.06163985899911495
initialization-time,wasmer,trisolv,0.06806595099988044
initialization-time,wasmer,durbin,0.06606310200004373
initialization-time,wasmer,ludcmp,0.06392006500027492
initialization-time,wasmer,gramschmidt,0.0634653029992478
initialization-time,wasmer,cholesky,0.07138829899849952
initialization-time,wasmer,lu,0.06633880699882866
initialization-time,wasmer,floyd-warshall,0.06354584400105523
initialization-time,wasmer,nussinov,0.0668683100011549
initialization-time,wasmer,deriche,0.07351719299913384
initialization-time,wasmer,heat-3d,0.06623685500017018
initialization-time,wasmer,seidel-2d,0.06385632199817337
initialization-time,wasmer,jacobi-2d,0.06703257999834022
initialization-time,wasmer,adi,0.06855945200004498
initialization-time,wasmer,fdtd-2d,0.06911482599753072
initialization-time,wasmer,jacobi-1d,0.06334613899889519
