type,name,test,value
execution-time,x8664native,covariance,6.018478
execution-time,x8664native,correlation,5.994318
execution-time,x8664native,mvt,0.020487
execution-time,x8664native,bicg,0.010106
execution-time,x8664native,doitgen,0.515497
execution-time,x8664native,2mm,3.085803
execution-time,x8664native,atax,0.005978
execution-time,x8664native,3mm,5.839574
execution-time,x8664native,gesummv,0.004762
execution-time,x8664native,syrk,1.106912
execution-time,x8664native,gemm,0.597736
execution-time,x8664native,syr2k,4.927001
execution-time,x8664native,trmm,2.350521
execution-time,x8664native,gemver,0.025523
execution-time,x8664native,symm,3.265005
execution-time,x8664native,trisolv,0.002594
execution-time,x8664native,durbin,0.002798
execution-time,x8664native,ludcmp,7.815215
execution-time,x8664native,gramschmidt,10.180425
execution-time,x8664native,cholesky,1.479958
execution-time,x8664native,lu,7.915029
execution-time,x8664native,floyd-warshall,14.164568
execution-time,x8664native,nussinov,5.538787
execution-time,x8664native,deriche,0.228493
execution-time,x8664native,heat-3d,2.243876
execution-time,x8664native,seidel-2d,18.569165
execution-time,x8664native,jacobi-2d,1.780827
execution-time,x8664native,adi,8.415962
execution-time,x8664native,fdtd-2d,2.074429
execution-time,x8664native,jacobi-1d,0.000532
