type,name,test,value
execution-time,x8664native,covariance,5.941085
execution-time,x8664native,correlation,5.957974
execution-time,x8664native,mvt,0.019692
execution-time,x8664native,bicg,0.009349
execution-time,x8664native,doitgen,0.533131
execution-time,x8664native,2mm,3.080227
execution-time,x8664native,atax,0.005855
execution-time,x8664native,3mm,5.368742
execution-time,x8664native,gesummv,0.004235
execution-time,x8664native,syrk,0.917898
execution-time,x8664native,gemm,0.591293
execution-time,x8664native,syr2k,5.011457
execution-time,x8664native,trmm,2.26895
execution-time,x8664native,gemver,0.02478
execution-time,x8664native,symm,3.188056
execution-time,x8664native,trisolv,0.002386
execution-time,x8664native,durbin,0.002504
execution-time,x8664native,ludcmp,7.630379
execution-time,x8664native,gramschmidt,10.179858
execution-time,x8664native,cholesky,1.501288
execution-time,x8664native,lu,8.23791
execution-time,x8664native,floyd-warshall,14.298689
execution-time,x8664native,nussinov,5.622709
execution-time,x8664native,deriche,0.227621
execution-time,x8664native,heat-3d,2.301351
execution-time,x8664native,seidel-2d,18.571189
execution-time,x8664native,jacobi-2d,1.804989
execution-time,x8664native,adi,8.423897
execution-time,x8664native,fdtd-2d,2.075398
execution-time,x8664native,jacobi-1d,0.000534
