type,name,test,value
execution-time,spidermonkeywasm,covariance,6.052
execution-time,spidermonkeywasm,correlation,5.945
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.01
execution-time,spidermonkeywasm,doitgen,0.976
execution-time,spidermonkeywasm,2mm,4.806
execution-time,spidermonkeywasm,atax,0.008
execution-time,spidermonkeywasm,3mm,8.142
execution-time,spidermonkeywasm,gesummv,0.004
execution-time,spidermonkeywasm,syrk,1.657
execution-time,spidermonkeywasm,gemm,2.432
execution-time,spidermonkeywasm,syr2k,5.578
execution-time,spidermonkeywasm,trmm,2.48
execution-time,spidermonkeywasm,gemver,0.028
execution-time,spidermonkeywasm,symm,3.918
execution-time,spidermonkeywasm,trisolv,0.002
execution-time,spidermonkeywasm,durbin,0.007
execution-time,spidermonkeywasm,ludcmp,8.863
execution-time,spidermonkeywasm,gramschmidt,10.027
execution-time,spidermonkeywasm,cholesky,1.581
execution-time,spidermonkeywasm,lu,8.994
execution-time,spidermonkeywasm,floyd-warshall,41.346
execution-time,spidermonkeywasm,nussinov,8.509
execution-time,spidermonkeywasm,deriche,0.252
execution-time,spidermonkeywasm,heat-3d,4.977
execution-time,spidermonkeywasm,seidel-2d,19.606
execution-time,spidermonkeywasm,jacobi-2d,3.669
execution-time,spidermonkeywasm,adi,8.472
execution-time,spidermonkeywasm,fdtd-2d,3.606
execution-time,spidermonkeywasm,jacobi-1d,0.003
