type,name,test,value
initialization-time,wasmersinglepass,covariance,0.012942553003085777
initialization-time,wasmersinglepass,correlation,0.013180074995034374
initialization-time,wasmersinglepass,mvt,0.013325990999874193
initialization-time,wasmersinglepass,bicg,0.013269066999782808
initialization-time,wasmersinglepass,doitgen,0.013519482003175654
initialization-time,wasmersinglepass,2mm,0.013530933996662498
initialization-time,wasmersinglepass,atax,0.013538634004362393
initialization-time,wasmersinglepass,3mm,0.01392356600263156
initialization-time,wasmersinglepass,gesummv,0.013853199998266064
initialization-time,wasmersinglepass,syrk,0.013733861000218894
initialization-time,wasmersinglepass,gemm,0.013593640003819019
initialization-time,wasmersinglepass,syr2k,0.014546981001331005
initialization-time,wasmersinglepass,trmm,0.013932260000729002
initialization-time,wasmersinglepass,gemver,0.014156502002151683
initialization-time,wasmersinglepass,symm,0.014334039005916566
initialization-time,wasmersinglepass,trisolv,0.01513571800023783
initialization-time,wasmersinglepass,durbin,0.015258084997185506
initialization-time,wasmersinglepass,ludcmp,0.016074120001576375
initialization-time,wasmersinglepass,gramschmidt,0.01647052099724533
initialization-time,wasmersinglepass,cholesky,0.016582709999056533
initialization-time,wasmersinglepass,lu,0.016409276002377737
initialization-time,wasmersinglepass,floyd-warshall,0.015015965997008607
initialization-time,wasmersinglepass,nussinov,0.016662296999129467
initialization-time,wasmersinglepass,deriche,0.016150657000252977
initialization-time,wasmersinglepass,heat-3d,0.015700923999247607
initialization-time,wasmersinglepass,seidel-2d,0.015604288993927184
initialization-time,wasmersinglepass,jacobi-2d,0.015621896003722213
initialization-time,wasmersinglepass,adi,0.016399216998252086
initialization-time,wasmersinglepass,fdtd-2d,0.014614645006076898
initialization-time,wasmersinglepass,jacobi-1d,0.014646040006482508
