type,name,test,value
execution-time,x8664native,covariance,6.094048
execution-time,x8664native,correlation,6.019157
execution-time,x8664native,mvt,0.020459
execution-time,x8664native,bicg,0.010362
execution-time,x8664native,doitgen,0.516017
execution-time,x8664native,2mm,3.184858
execution-time,x8664native,atax,0.006197
execution-time,x8664native,3mm,6.012837
execution-time,x8664native,gesummv,0.004915
execution-time,x8664native,syrk,0.941935
execution-time,x8664native,gemm,0.576434
execution-time,x8664native,syr2k,4.959666
execution-time,x8664native,trmm,2.353873
execution-time,x8664native,gemver,0.025987
execution-time,x8664native,symm,3.250359
execution-time,x8664native,trisolv,0.002734
execution-time,x8664native,durbin,0.002989
execution-time,x8664native,ludcmp,7.709419
execution-time,x8664native,gramschmidt,10.3375
execution-time,x8664native,cholesky,1.481198
execution-time,x8664native,lu,8.218112
execution-time,x8664native,floyd-warshall,14.404214
execution-time,x8664native,nussinov,5.687623
execution-time,x8664native,deriche,0.231797
execution-time,x8664native,heat-3d,2.158829
execution-time,x8664native,seidel-2d,18.569347
execution-time,x8664native,jacobi-2d,1.716315
execution-time,x8664native,adi,8.436559
execution-time,x8664native,fdtd-2d,2.068096
execution-time,x8664native,jacobi-1d,0.000535
