type,name,test,value
initialization-time,x8664generic,covariance,0.003584037003747653
initialization-time,x8664generic,correlation,0.003256673997384496
initialization-time,x8664generic,mvt,0.003781959996558726
initialization-time,x8664generic,bicg,0.00407558299775701
initialization-time,x8664generic,doitgen,0.003932938998332247
initialization-time,x8664generic,2mm,0.003535174997523427
initialization-time,x8664generic,atax,0.0033479789999546483
initialization-time,x8664generic,3mm,0.0033952619996853173
initialization-time,x8664generic,gesummv,0.003930448001483455
initialization-time,x8664generic,syrk,0.00553818100161152
initialization-time,x8664generic,gemm,0.004070729002705775
initialization-time,x8664generic,syr2k,0.004086658998858184
initialization-time,x8664generic,trmm,0.00395451599615626
initialization-time,x8664generic,gemver,0.0044573999985004775
initialization-time,x8664generic,symm,0.0050391780023346655
initialization-time,x8664generic,trisolv,0.003983304995927028
initialization-time,x8664generic,durbin,0.005389827005274128
initialization-time,x8664generic,ludcmp,0.005198097998800222
initialization-time,x8664generic,gramschmidt,0.0048517049945076
initialization-time,x8664generic,cholesky,0.006143628001154866
initialization-time,x8664generic,lu,0.004798264999408275
initialization-time,x8664generic,floyd-warshall,0.004577851002977695
initialization-time,x8664generic,nussinov,0.004144163001910783
initialization-time,x8664generic,deriche,0.004294447993743233
initialization-time,x8664generic,heat-3d,0.004433123998751398
initialization-time,x8664generic,seidel-2d,0.004191930995148141
initialization-time,x8664generic,jacobi-2d,0.005323120996763464
initialization-time,x8664generic,adi,0.0051404249970801175
initialization-time,x8664generic,fdtd-2d,0.004565385002933908
initialization-time,x8664generic,jacobi-1d,0.005542373000935186
