type,name,test,value
execution-time,wasmersinglepass,covariance,7.750994
execution-time,wasmersinglepass,correlation,7.752689
execution-time,wasmersinglepass,mvt,0.045295
execution-time,wasmersinglepass,bicg,0.04035
execution-time,wasmersinglepass,doitgen,2.141952
execution-time,wasmersinglepass,2mm,11.156013
execution-time,wasmersinglepass,atax,0.035181
execution-time,wasmersinglepass,3mm,26.084497
execution-time,wasmersinglepass,gesummv,0.014768
execution-time,wasmersinglepass,syrk,4.788135
execution-time,wasmersinglepass,gemm,6.903089
execution-time,wasmersinglepass,syr2k,12.457858
execution-time,wasmersinglepass,trmm,3.584756
execution-time,wasmersinglepass,gemver,0.073228
execution-time,wasmersinglepass,symm,7.385916
execution-time,wasmersinglepass,trisolv,0.009202
execution-time,wasmersinglepass,durbin,0.024996
execution-time,wasmersinglepass,ludcmp,14.806133
execution-time,wasmersinglepass,gramschmidt,10.743374
execution-time,wasmersinglepass,cholesky,6.365
execution-time,wasmersinglepass,lu,18.310669
execution-time,wasmersinglepass,floyd-warshall,135.445393
execution-time,wasmersinglepass,nussinov,18.53631
execution-time,wasmersinglepass,deriche,0.351562
execution-time,wasmersinglepass,heat-3d,17.950526
execution-time,wasmersinglepass,seidel-2d,22.429908
execution-time,wasmersinglepass,jacobi-2d,13.612619
execution-time,wasmersinglepass,adi,15.895943
execution-time,wasmersinglepass,fdtd-2d,11.218849
execution-time,wasmersinglepass,jacobi-1d,0.012163
