type,name,test,value
execution-time,spidermonkeywasm,covariance,6.042
execution-time,spidermonkeywasm,correlation,6.018
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.01
execution-time,spidermonkeywasm,doitgen,0.984
execution-time,spidermonkeywasm,2mm,4.539
execution-time,spidermonkeywasm,atax,0.01
execution-time,spidermonkeywasm,3mm,8.279
execution-time,spidermonkeywasm,gesummv,0.004
execution-time,spidermonkeywasm,syrk,1.685
execution-time,spidermonkeywasm,gemm,1.804
execution-time,spidermonkeywasm,syr2k,5.556
execution-time,spidermonkeywasm,trmm,2.467
execution-time,spidermonkeywasm,gemver,0.029
execution-time,spidermonkeywasm,symm,3.86
execution-time,spidermonkeywasm,trisolv,0.003
execution-time,spidermonkeywasm,durbin,0.008
execution-time,spidermonkeywasm,ludcmp,8.858
execution-time,spidermonkeywasm,gramschmidt,10.106
execution-time,spidermonkeywasm,cholesky,1.593
execution-time,spidermonkeywasm,lu,9.149
execution-time,spidermonkeywasm,floyd-warshall,28.953
execution-time,spidermonkeywasm,nussinov,8.639
execution-time,spidermonkeywasm,deriche,0.244
execution-time,spidermonkeywasm,heat-3d,4.983
execution-time,spidermonkeywasm,seidel-2d,19.596
execution-time,spidermonkeywasm,jacobi-2d,3.777
execution-time,spidermonkeywasm,adi,9.226
execution-time,spidermonkeywasm,fdtd-2d,3.894
execution-time,spidermonkeywasm,jacobi-1d,0.003
