type,name,test,value
execution-time,spidermonkeywasm,covariance,5.934
execution-time,spidermonkeywasm,correlation,6.003
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.009
execution-time,spidermonkeywasm,doitgen,0.638
execution-time,spidermonkeywasm,2mm,4.402
execution-time,spidermonkeywasm,atax,0.009
execution-time,spidermonkeywasm,3mm,7.91
execution-time,spidermonkeywasm,gesummv,0.004
execution-time,spidermonkeywasm,syrk,1.634
execution-time,spidermonkeywasm,gemm,1.804
execution-time,spidermonkeywasm,syr2k,5.592
execution-time,spidermonkeywasm,trmm,2.447
execution-time,spidermonkeywasm,gemver,0.029
execution-time,spidermonkeywasm,symm,3.918
execution-time,spidermonkeywasm,trisolv,0.003
execution-time,spidermonkeywasm,durbin,0.007
execution-time,spidermonkeywasm,ludcmp,8.859
execution-time,spidermonkeywasm,gramschmidt,9.894
execution-time,spidermonkeywasm,cholesky,1.576
execution-time,spidermonkeywasm,lu,9.048
execution-time,spidermonkeywasm,floyd-warshall,28.964
execution-time,spidermonkeywasm,nussinov,8.552
execution-time,spidermonkeywasm,deriche,0.247
execution-time,spidermonkeywasm,heat-3d,4.939
execution-time,spidermonkeywasm,seidel-2d,19.601
execution-time,spidermonkeywasm,jacobi-2d,3.668
execution-time,spidermonkeywasm,adi,8.472
execution-time,spidermonkeywasm,fdtd-2d,3.556
execution-time,spidermonkeywasm,jacobi-1d,0.002
