type,name,test,value
execution-time,spidermonkey,covariance,6.326
execution-time,spidermonkey,correlation,6.317
execution-time,spidermonkey,mvt,0.036
execution-time,spidermonkey,bicg,0.024
execution-time,spidermonkey,doitgen,1.721
execution-time,spidermonkey,2mm,7.734
execution-time,spidermonkey,atax,0.029
execution-time,spidermonkey,3mm,15.763
execution-time,spidermonkey,gesummv,0.012
execution-time,spidermonkey,syrk,2.978
execution-time,spidermonkey,gemm,4.993
execution-time,spidermonkey,syr2k,7.386
execution-time,spidermonkey,trmm,2.839
execution-time,spidermonkey,gemver,0.065
execution-time,spidermonkey,symm,5.304
execution-time,spidermonkey,trisolv,0.009
execution-time,spidermonkey,durbin,0.022
execution-time,spidermonkey,ludcmp,13.888
execution-time,spidermonkey,gramschmidt,9.509
execution-time,spidermonkey,cholesky,3.254
execution-time,spidermonkey,lu,13.346
execution-time,spidermonkey,floyd-warshall,70.073
execution-time,spidermonkey,nussinov,27.846
execution-time,spidermonkey,deriche,0.399
execution-time,spidermonkey,heat-3d,30.2
execution-time,spidermonkey,seidel-2d,19.216
execution-time,spidermonkey,jacobi-2d,11.296
execution-time,spidermonkey,adi,12.338
execution-time,spidermonkey,fdtd-2d,7.757
execution-time,spidermonkey,jacobi-1d,0.014
