type,name,test,value
execution-time,wasmersinglepass,covariance,7.524378
execution-time,wasmersinglepass,correlation,7.521846
execution-time,wasmersinglepass,mvt,0.04572
execution-time,wasmersinglepass,bicg,0.03816
execution-time,wasmersinglepass,doitgen,2.082505
execution-time,wasmersinglepass,2mm,10.402543
execution-time,wasmersinglepass,atax,0.035002
execution-time,wasmersinglepass,3mm,25.007381
execution-time,wasmersinglepass,gesummv,0.014092
execution-time,wasmersinglepass,syrk,4.816594
execution-time,wasmersinglepass,gemm,7.032358
execution-time,wasmersinglepass,syr2k,12.989654
execution-time,wasmersinglepass,trmm,3.561675
execution-time,wasmersinglepass,gemver,0.072642
execution-time,wasmersinglepass,symm,7.853733
execution-time,wasmersinglepass,trisolv,0.009336
execution-time,wasmersinglepass,durbin,0.024738
execution-time,wasmersinglepass,ludcmp,14.695496
execution-time,wasmersinglepass,gramschmidt,10.553435
execution-time,wasmersinglepass,cholesky,6.69714
execution-time,wasmersinglepass,lu,18.741255
execution-time,wasmersinglepass,floyd-warshall,138.986787
execution-time,wasmersinglepass,nussinov,17.075904
execution-time,wasmersinglepass,deriche,0.344849
execution-time,wasmersinglepass,heat-3d,18.270867
execution-time,wasmersinglepass,seidel-2d,22.160894
execution-time,wasmersinglepass,jacobi-2d,13.568352
execution-time,wasmersinglepass,adi,15.69247
execution-time,wasmersinglepass,fdtd-2d,11.460385
execution-time,wasmersinglepass,jacobi-1d,0.011849
