type,name,test,value
execution-time,spidermonkeywasm,covariance,5.964
execution-time,spidermonkeywasm,correlation,5.98
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.01
execution-time,spidermonkeywasm,doitgen,0.633
execution-time,spidermonkeywasm,2mm,4.466
execution-time,spidermonkeywasm,atax,0.009
execution-time,spidermonkeywasm,3mm,7.792
execution-time,spidermonkeywasm,gesummv,0.005
execution-time,spidermonkeywasm,syrk,1.633
execution-time,spidermonkeywasm,gemm,2.432
execution-time,spidermonkeywasm,syr2k,5.509
execution-time,spidermonkeywasm,trmm,2.41
execution-time,spidermonkeywasm,gemver,0.029
execution-time,spidermonkeywasm,symm,3.896
execution-time,spidermonkeywasm,trisolv,0.002
execution-time,spidermonkeywasm,durbin,0.007
execution-time,spidermonkeywasm,ludcmp,8.772
execution-time,spidermonkeywasm,gramschmidt,9.965
execution-time,spidermonkeywasm,cholesky,1.577
execution-time,spidermonkeywasm,lu,8.996
execution-time,spidermonkeywasm,floyd-warshall,28.963
execution-time,spidermonkeywasm,nussinov,9.037
execution-time,spidermonkeywasm,deriche,0.245
execution-time,spidermonkeywasm,heat-3d,4.98
execution-time,spidermonkeywasm,seidel-2d,19.605
execution-time,spidermonkeywasm,jacobi-2d,3.681
execution-time,spidermonkeywasm,adi,8.434
execution-time,spidermonkeywasm,fdtd-2d,3.597
execution-time,spidermonkeywasm,jacobi-1d,0.003
