type,name,test,value
initialization-time,wasmtimecranelift,covariance,0.07229555599951709
initialization-time,wasmtimecranelift,correlation,0.07308956699853297
initialization-time,wasmtimecranelift,mvt,0.07435045300007914
initialization-time,wasmtimecranelift,bicg,0.07430104599916376
initialization-time,wasmtimecranelift,doitgen,0.07294244900003832
initialization-time,wasmtimecranelift,2mm,0.07339248799871712
initialization-time,wasmtimecranelift,atax,0.07048468500033778
initialization-time,wasmtimecranelift,3mm,0.0709191899986763
initialization-time,wasmtimecranelift,gesummv,0.0773870100001659
initialization-time,wasmtimecranelift,syrk,0.07193269799972768
initialization-time,wasmtimecranelift,gemm,0.07289986599971598
initialization-time,wasmtimecranelift,syr2k,0.07960698600072647
initialization-time,wasmtimecranelift,trmm,0.08730401700086077
initialization-time,wasmtimecranelift,gemver,0.07401952100008202
initialization-time,wasmtimecranelift,symm,0.08539703600035864
initialization-time,wasmtimecranelift,trisolv,0.0722093339991261
initialization-time,wasmtimecranelift,durbin,0.08670398600042972
initialization-time,wasmtimecranelift,ludcmp,0.07982301700030803
initialization-time,wasmtimecranelift,gramschmidt,0.07185258400022576
initialization-time,wasmtimecranelift,cholesky,0.07387358699998003
initialization-time,wasmtimecranelift,lu,0.07877328600079636
initialization-time,wasmtimecranelift,floyd-warshall,0.07715386599920748
initialization-time,wasmtimecranelift,nussinov,0.07409583799926622
initialization-time,wasmtimecranelift,deriche,0.07573929499994847
initialization-time,wasmtimecranelift,heat-3d,0.07655012699979125
initialization-time,wasmtimecranelift,seidel-2d,0.07535409900083323
initialization-time,wasmtimecranelift,jacobi-2d,0.07453884599999583
initialization-time,wasmtimecranelift,adi,0.08569101899956877
initialization-time,wasmtimecranelift,fdtd-2d,0.07452705799914838
initialization-time,wasmtimecranelift,jacobi-1d,0.08280093299981672
