type,name,test,value
execution-time,wasmtimecranelift,covariance,8.772009
execution-time,wasmtimecranelift,correlation,8.828836
execution-time,wasmtimecranelift,mvt,0.044705
execution-time,wasmtimecranelift,bicg,0.034005
execution-time,wasmtimecranelift,doitgen,2.66353
execution-time,wasmtimecranelift,2mm,13.252851
execution-time,wasmtimecranelift,atax,0.027681
execution-time,wasmtimecranelift,3mm,28.427399
execution-time,wasmtimecranelift,gesummv,0.017188
execution-time,wasmtimecranelift,syrk,5.692338
execution-time,wasmtimecranelift,gemm,7.058884
execution-time,wasmtimecranelift,syr2k,14.389345
execution-time,wasmtimecranelift,trmm,3.949674
execution-time,wasmtimecranelift,gemver,0.080369
execution-time,wasmtimecranelift,symm,8.665379
execution-time,wasmtimecranelift,trisolv,0.005951
execution-time,wasmtimecranelift,durbin,0.022387
execution-time,wasmtimecranelift,ludcmp,15.458037
execution-time,wasmtimecranelift,gramschmidt,13.364146
execution-time,wasmtimecranelift,cholesky,5.461161
execution-time,wasmtimecranelift,lu,19.731586
execution-time,wasmtimecranelift,floyd-warshall,141.248635
execution-time,wasmtimecranelift,nussinov,20.024594
execution-time,wasmtimecranelift,deriche,0.381839
execution-time,wasmtimecranelift,heat-3d,20.809342
execution-time,wasmtimecranelift,seidel-2d,21.678206
execution-time,wasmtimecranelift,jacobi-2d,15.655222
execution-time,wasmtimecranelift,adi,19.149926
execution-time,wasmtimecranelift,fdtd-2d,12.93534
execution-time,wasmtimecranelift,jacobi-1d,0.011488
