type,name,test,value
execution-time,spidermonkey,covariance,6.38
execution-time,spidermonkey,correlation,6.366
execution-time,spidermonkey,mvt,0.038
execution-time,spidermonkey,bicg,0.026
execution-time,spidermonkey,doitgen,1.755
execution-time,spidermonkey,2mm,7.966
execution-time,spidermonkey,atax,0.027
execution-time,spidermonkey,3mm,16.289
execution-time,spidermonkey,gesummv,0.012
execution-time,spidermonkey,syrk,3.036
execution-time,spidermonkey,gemm,5.0
execution-time,spidermonkey,syr2k,7.443
execution-time,spidermonkey,trmm,2.898
execution-time,spidermonkey,gemver,0.068
execution-time,spidermonkey,symm,5.349
execution-time,spidermonkey,trisolv,0.009
execution-time,spidermonkey,durbin,0.023
execution-time,spidermonkey,ludcmp,13.917
execution-time,spidermonkey,gramschmidt,9.502
execution-time,spidermonkey,cholesky,3.273
execution-time,spidermonkey,lu,13.382
execution-time,spidermonkey,floyd-warshall,70.986
execution-time,spidermonkey,nussinov,28.86
execution-time,spidermonkey,deriche,0.4
execution-time,spidermonkey,heat-3d,30.123
execution-time,spidermonkey,seidel-2d,19.004
execution-time,spidermonkey,jacobi-2d,11.353
execution-time,spidermonkey,adi,12.416
execution-time,spidermonkey,fdtd-2d,7.726
execution-time,spidermonkey,jacobi-1d,0.015
