type,name,test,value
execution-time,wasmersinglepass,covariance,7.711963
execution-time,wasmersinglepass,correlation,7.745512
execution-time,wasmersinglepass,mvt,0.046218
execution-time,wasmersinglepass,bicg,0.037989
execution-time,wasmersinglepass,doitgen,2.181076
execution-time,wasmersinglepass,2mm,10.121136
execution-time,wasmersinglepass,atax,0.034992
execution-time,wasmersinglepass,3mm,21.835375
execution-time,wasmersinglepass,gesummv,0.01401
execution-time,wasmersinglepass,syrk,4.606784
execution-time,wasmersinglepass,gemm,6.90752
execution-time,wasmersinglepass,syr2k,12.086704
execution-time,wasmersinglepass,trmm,3.432898
execution-time,wasmersinglepass,gemver,0.073767
execution-time,wasmersinglepass,symm,7.123605
execution-time,wasmersinglepass,trisolv,0.009282
execution-time,wasmersinglepass,durbin,0.024812
execution-time,wasmersinglepass,ludcmp,14.674417
execution-time,wasmersinglepass,gramschmidt,10.655729
execution-time,wasmersinglepass,cholesky,6.769797
execution-time,wasmersinglepass,lu,17.805262
execution-time,wasmersinglepass,floyd-warshall,138.160648
execution-time,wasmersinglepass,nussinov,17.954049
execution-time,wasmersinglepass,deriche,0.351298
execution-time,wasmersinglepass,heat-3d,18.031506
execution-time,wasmersinglepass,seidel-2d,22.363297
execution-time,wasmersinglepass,jacobi-2d,13.561999
execution-time,wasmersinglepass,adi,15.84316
execution-time,wasmersinglepass,fdtd-2d,11.732623
execution-time,wasmersinglepass,jacobi-1d,0.011816
