type,name,test,value
execution-time,spidermonkeywasm,covariance,6.038
execution-time,spidermonkeywasm,correlation,6.027
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.009
execution-time,spidermonkeywasm,doitgen,0.624
execution-time,spidermonkeywasm,2mm,4.838
execution-time,spidermonkeywasm,atax,0.009
execution-time,spidermonkeywasm,3mm,8.077
execution-time,spidermonkeywasm,gesummv,0.004
execution-time,spidermonkeywasm,syrk,1.615
execution-time,spidermonkeywasm,gemm,2.425
execution-time,spidermonkeywasm,syr2k,5.385
execution-time,spidermonkeywasm,trmm,2.37
execution-time,spidermonkeywasm,gemver,0.029
execution-time,spidermonkeywasm,symm,3.852
execution-time,spidermonkeywasm,trisolv,0.003
execution-time,spidermonkeywasm,durbin,0.008
execution-time,spidermonkeywasm,ludcmp,8.749
execution-time,spidermonkeywasm,gramschmidt,9.894
execution-time,spidermonkeywasm,cholesky,1.595
execution-time,spidermonkeywasm,lu,9.045
execution-time,spidermonkeywasm,floyd-warshall,28.981
execution-time,spidermonkeywasm,nussinov,8.471
execution-time,spidermonkeywasm,deriche,0.245
execution-time,spidermonkeywasm,heat-3d,4.965
execution-time,spidermonkeywasm,seidel-2d,19.6
execution-time,spidermonkeywasm,jacobi-2d,3.683
execution-time,spidermonkeywasm,adi,8.451
execution-time,spidermonkeywasm,fdtd-2d,3.545
execution-time,spidermonkeywasm,jacobi-1d,0.003
