type,name,test,value
initialization-time,wasmersinglepass,covariance,0.013420377999864286
initialization-time,wasmersinglepass,correlation,0.013760472000285517
initialization-time,wasmersinglepass,mvt,0.01423201999932644
initialization-time,wasmersinglepass,bicg,0.014362793001055252
initialization-time,wasmersinglepass,doitgen,0.014367011001013452
initialization-time,wasmersinglepass,2mm,0.014785105999180814
initialization-time,wasmersinglepass,atax,0.014500888999464223
initialization-time,wasmersinglepass,3mm,0.015492672002437757
initialization-time,wasmersinglepass,gesummv,0.01517219900051714
initialization-time,wasmersinglepass,syrk,0.01510945200061542
initialization-time,wasmersinglepass,gemm,0.014744169002369745
initialization-time,wasmersinglepass,syr2k,0.014525056001730263
initialization-time,wasmersinglepass,trmm,0.014626008000050206
initialization-time,wasmersinglepass,gemver,0.016105324997624848
initialization-time,wasmersinglepass,symm,0.01724023199858493
initialization-time,wasmersinglepass,trisolv,0.018390784000075655
initialization-time,wasmersinglepass,durbin,0.017229509001481347
initialization-time,wasmersinglepass,ludcmp,0.018473705000360496
initialization-time,wasmersinglepass,gramschmidt,0.01700344100026996
initialization-time,wasmersinglepass,cholesky,0.016340829999535345
initialization-time,wasmersinglepass,lu,0.015502934998949058
initialization-time,wasmersinglepass,floyd-warshall,0.01517993800007389
initialization-time,wasmersinglepass,nussinov,0.015181438000581693
initialization-time,wasmersinglepass,deriche,0.015058580000186339
initialization-time,wasmersinglepass,heat-3d,0.014699749001010787
initialization-time,wasmersinglepass,seidel-2d,0.014677301001938758
initialization-time,wasmersinglepass,jacobi-2d,0.016155962002812885
initialization-time,wasmersinglepass,adi,0.016022099000110757
initialization-time,wasmersinglepass,fdtd-2d,0.01720122599726892
initialization-time,wasmersinglepass,jacobi-1d,0.017845172998931957
