type,name,test,value
execution-time,wasmtimecranelift,covariance,8.764699
execution-time,wasmtimecranelift,correlation,8.782147
execution-time,wasmtimecranelift,mvt,0.044771
execution-time,wasmtimecranelift,bicg,0.0343
execution-time,wasmtimecranelift,doitgen,2.585809
execution-time,wasmtimecranelift,2mm,12.564964
execution-time,wasmtimecranelift,atax,0.027928
execution-time,wasmtimecranelift,3mm,24.932809
execution-time,wasmtimecranelift,gesummv,0.017213
execution-time,wasmtimecranelift,syrk,5.499272
execution-time,wasmtimecranelift,gemm,7.036185
execution-time,wasmtimecranelift,syr2k,14.677274
execution-time,wasmtimecranelift,trmm,3.793942
execution-time,wasmtimecranelift,gemver,0.079193
execution-time,wasmtimecranelift,symm,8.475601
execution-time,wasmtimecranelift,trisolv,0.005976
execution-time,wasmtimecranelift,durbin,0.022378
execution-time,wasmtimecranelift,ludcmp,15.861815
execution-time,wasmtimecranelift,gramschmidt,12.941724
execution-time,wasmtimecranelift,cholesky,5.661297
execution-time,wasmtimecranelift,lu,19.72047
execution-time,wasmtimecranelift,floyd-warshall,151.443683
execution-time,wasmtimecranelift,nussinov,20.254966
execution-time,wasmtimecranelift,deriche,0.381955
execution-time,wasmtimecranelift,heat-3d,21.194469
execution-time,wasmtimecranelift,seidel-2d,21.825909
execution-time,wasmtimecranelift,jacobi-2d,15.867737
execution-time,wasmtimecranelift,adi,19.265785
execution-time,wasmtimecranelift,fdtd-2d,13.089349
execution-time,wasmtimecranelift,jacobi-1d,0.012165
