type,name,test,value
execution-time,wasmtimecraneliftoptimized,2mm,5.377715
execution-time,wasmtimecraneliftoptimized,3mm,10.579103
execution-time,wasmtimecraneliftoptimized,adi,9.409784
execution-time,wasmtimecraneliftoptimized,atax,0.021073
execution-time,wasmtimecraneliftoptimized,bicg,0.02217
execution-time,wasmtimecraneliftoptimized,cholesky,2.690216
execution-time,wasmtimecraneliftoptimized,correlation,5.887102
execution-time,wasmtimecraneliftoptimized,covariance,5.983605
execution-time,wasmtimecraneliftoptimized,deriche,0.246627
execution-time,wasmtimecraneliftoptimized,doitgen,1.254936
execution-time,wasmtimecraneliftoptimized,durbin,0.0138
execution-time,wasmtimecraneliftoptimized,fdtd-2d,5.972588
execution-time,wasmtimecraneliftoptimized,floyd-warshall,83.534733
execution-time,wasmtimecraneliftoptimized,gemm,4.018158
execution-time,wasmtimecraneliftoptimized,gemver,0.04498
execution-time,wasmtimecraneliftoptimized,gesummv,0.009259
execution-time,wasmtimecraneliftoptimized,gramschmidt,9.404293
execution-time,wasmtimecraneliftoptimized,heat-3d,11.682212
execution-time,wasmtimecraneliftoptimized,jacobi-1d,0.005994
execution-time,wasmtimecraneliftoptimized,jacobi-2d,7.272096
execution-time,wasmtimecraneliftoptimized,lu,12.701027
execution-time,wasmtimecraneliftoptimized,ludcmp,8.830783
execution-time,wasmtimecraneliftoptimized,mvt,0.029632
execution-time,wasmtimecraneliftoptimized,nussinov,11.438968
execution-time,wasmtimecraneliftoptimized,seidel-2d,21.647392
execution-time,wasmtimecraneliftoptimized,symm,4.622375
execution-time,wasmtimecraneliftoptimized,syr2k,7.522217
execution-time,wasmtimecraneliftoptimized,syrk,2.590878
execution-time,wasmtimecraneliftoptimized,trisolv,0.004476
execution-time,wasmtimecraneliftoptimized,trmm,2.566491
