type,name,test,value
execution-time,spidermonkey,covariance,6.857
execution-time,spidermonkey,correlation,6.625
execution-time,spidermonkey,mvt,0.042
execution-time,spidermonkey,bicg,0.027
execution-time,spidermonkey,doitgen,1.832
execution-time,spidermonkey,2mm,7.711
execution-time,spidermonkey,atax,0.029
execution-time,spidermonkey,3mm,16.364
execution-time,spidermonkey,gesummv,0.012
execution-time,spidermonkey,syrk,2.935
execution-time,spidermonkey,gemm,4.987
execution-time,spidermonkey,syr2k,7.556
execution-time,spidermonkey,trmm,2.906
execution-time,spidermonkey,gemver,0.066
execution-time,spidermonkey,symm,5.352
execution-time,spidermonkey,trisolv,0.008
execution-time,spidermonkey,durbin,0.022
execution-time,spidermonkey,ludcmp,13.937
execution-time,spidermonkey,gramschmidt,9.488
execution-time,spidermonkey,cholesky,3.376
execution-time,spidermonkey,lu,13.352
execution-time,spidermonkey,floyd-warshall,73.161
execution-time,spidermonkey,nussinov,28.334
execution-time,spidermonkey,deriche,0.396
execution-time,spidermonkey,heat-3d,31.305
execution-time,spidermonkey,seidel-2d,19.722
execution-time,spidermonkey,jacobi-2d,11.636
execution-time,spidermonkey,adi,12.828
execution-time,spidermonkey,fdtd-2d,8.081
execution-time,spidermonkey,jacobi-1d,0.016
