type,name,test,value
execution-time,wasmersinglepass,covariance,7.959731
execution-time,wasmersinglepass,correlation,7.787618
execution-time,wasmersinglepass,mvt,0.045675
execution-time,wasmersinglepass,bicg,0.039722
execution-time,wasmersinglepass,doitgen,2.208919
execution-time,wasmersinglepass,2mm,10.482989
execution-time,wasmersinglepass,atax,0.035175
execution-time,wasmersinglepass,3mm,22.660972
execution-time,wasmersinglepass,gesummv,0.014135
execution-time,wasmersinglepass,syrk,4.585537
execution-time,wasmersinglepass,gemm,6.942485
execution-time,wasmersinglepass,syr2k,12.366425
execution-time,wasmersinglepass,trmm,3.381818
execution-time,wasmersinglepass,gemver,0.07209
execution-time,wasmersinglepass,symm,7.059105
execution-time,wasmersinglepass,trisolv,0.009257
execution-time,wasmersinglepass,durbin,0.024654
execution-time,wasmersinglepass,ludcmp,14.463067
execution-time,wasmersinglepass,gramschmidt,10.515622
execution-time,wasmersinglepass,cholesky,6.802226
execution-time,wasmersinglepass,lu,17.828442
execution-time,wasmersinglepass,floyd-warshall,140.517918
execution-time,wasmersinglepass,nussinov,17.505921
execution-time,wasmersinglepass,deriche,0.351324
execution-time,wasmersinglepass,heat-3d,18.348033
execution-time,wasmersinglepass,seidel-2d,22.75646
execution-time,wasmersinglepass,jacobi-2d,13.971145
execution-time,wasmersinglepass,adi,16.303604
execution-time,wasmersinglepass,fdtd-2d,11.890598
execution-time,wasmersinglepass,jacobi-1d,0.012158
