type,name,test,value
execution-time,spidermonkeywasm,covariance,6.01
execution-time,spidermonkeywasm,correlation,5.941
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.01
execution-time,spidermonkeywasm,doitgen,1.013
execution-time,spidermonkeywasm,2mm,4.761
execution-time,spidermonkeywasm,atax,0.009
execution-time,spidermonkeywasm,3mm,7.904
execution-time,spidermonkeywasm,gesummv,0.005
execution-time,spidermonkeywasm,syrk,1.705
execution-time,spidermonkeywasm,gemm,2.422
execution-time,spidermonkeywasm,syr2k,5.594
execution-time,spidermonkeywasm,trmm,2.436
execution-time,spidermonkeywasm,gemver,0.028
execution-time,spidermonkeywasm,symm,3.903
execution-time,spidermonkeywasm,trisolv,0.004
execution-time,spidermonkeywasm,durbin,0.007
execution-time,spidermonkeywasm,ludcmp,8.797
execution-time,spidermonkeywasm,gramschmidt,9.597
execution-time,spidermonkeywasm,cholesky,1.569
execution-time,spidermonkeywasm,lu,8.947
execution-time,spidermonkeywasm,floyd-warshall,28.962
execution-time,spidermonkeywasm,nussinov,8.447
execution-time,spidermonkeywasm,deriche,0.245
execution-time,spidermonkeywasm,heat-3d,4.95
execution-time,spidermonkeywasm,seidel-2d,19.604
execution-time,spidermonkeywasm,jacobi-2d,3.699
execution-time,spidermonkeywasm,adi,8.486
execution-time,spidermonkeywasm,fdtd-2d,3.459
execution-time,spidermonkeywasm,jacobi-1d,0.003
