type,name,test,value
execution-time,x8664native,covariance,6.041733
execution-time,x8664native,correlation,5.987306
execution-time,x8664native,mvt,0.020237
execution-time,x8664native,bicg,0.010186
execution-time,x8664native,doitgen,0.517311
execution-time,x8664native,2mm,3.066281
execution-time,x8664native,atax,0.005989
execution-time,x8664native,3mm,5.855051
execution-time,x8664native,gesummv,0.004792
execution-time,x8664native,syrk,0.981282
execution-time,x8664native,gemm,0.592788
execution-time,x8664native,syr2k,5.007907
execution-time,x8664native,trmm,2.327649
execution-time,x8664native,gemver,0.026045
execution-time,x8664native,symm,3.258249
execution-time,x8664native,trisolv,0.002581
execution-time,x8664native,durbin,0.002804
execution-time,x8664native,ludcmp,7.519716
execution-time,x8664native,gramschmidt,10.160179
execution-time,x8664native,cholesky,1.48132
execution-time,x8664native,lu,8.173366
execution-time,x8664native,floyd-warshall,14.022795
execution-time,x8664native,nussinov,5.64057
execution-time,x8664native,deriche,0.231221
execution-time,x8664native,heat-3d,2.226707
execution-time,x8664native,seidel-2d,18.571515
execution-time,x8664native,jacobi-2d,1.757944
execution-time,x8664native,adi,8.403032
execution-time,x8664native,fdtd-2d,2.068456
execution-time,x8664native,jacobi-1d,0.000532
