type,name,test,value
execution-time,x8664native,covariance,6.053246
execution-time,x8664native,correlation,6.062179
execution-time,x8664native,mvt,0.020255
execution-time,x8664native,bicg,0.010362
execution-time,x8664native,doitgen,0.516901
execution-time,x8664native,2mm,3.228799
execution-time,x8664native,atax,0.006206
execution-time,x8664native,3mm,6.024429
execution-time,x8664native,gesummv,0.004861
execution-time,x8664native,syrk,0.928113
execution-time,x8664native,gemm,0.571872
execution-time,x8664native,syr2k,5.074203
execution-time,x8664native,trmm,2.343838
execution-time,x8664native,gemver,0.025756
execution-time,x8664native,symm,3.316065
execution-time,x8664native,trisolv,0.002716
execution-time,x8664native,durbin,0.002997
execution-time,x8664native,ludcmp,7.524926
execution-time,x8664native,gramschmidt,10.233949
execution-time,x8664native,cholesky,1.483866
execution-time,x8664native,lu,7.966548
execution-time,x8664native,floyd-warshall,14.232756
execution-time,x8664native,nussinov,5.558631
execution-time,x8664native,deriche,0.230555
execution-time,x8664native,heat-3d,2.184868
execution-time,x8664native,seidel-2d,18.569687
execution-time,x8664native,jacobi-2d,1.711105
execution-time,x8664native,adi,8.400191
execution-time,x8664native,fdtd-2d,2.071951
execution-time,x8664native,jacobi-1d,0.000535
