type,name,test,value
initialization-time,spidermonkeywasm,covariance,0.03376284404657781
initialization-time,spidermonkeywasm,correlation,0.029444763029459864
initialization-time,spidermonkeywasm,mvt,0.028846041997894645
initialization-time,spidermonkeywasm,bicg,0.02989341097418219
initialization-time,spidermonkeywasm,doitgen,0.03279013902647421
initialization-time,spidermonkeywasm,2mm,0.033477880991995335
initialization-time,spidermonkeywasm,atax,0.03231998102273792
initialization-time,spidermonkeywasm,3mm,0.030980447947513312
initialization-time,spidermonkeywasm,gesummv,0.03053653903771192
initialization-time,spidermonkeywasm,syrk,0.029109194001648575
initialization-time,spidermonkeywasm,gemm,0.031413728022016585
initialization-time,spidermonkeywasm,syr2k,0.033326173026580364
initialization-time,spidermonkeywasm,trmm,0.03416755999205634
initialization-time,spidermonkeywasm,gemver,0.03395735303638503
initialization-time,spidermonkeywasm,symm,0.0341230760095641
initialization-time,spidermonkeywasm,trisolv,0.03397548501379788
initialization-time,spidermonkeywasm,durbin,0.033322006987873465
initialization-time,spidermonkeywasm,ludcmp,0.032906341017223895
initialization-time,spidermonkeywasm,gramschmidt,0.03445553104393184
initialization-time,spidermonkeywasm,cholesky,0.03588722099084407
initialization-time,spidermonkeywasm,lu,0.03446399897802621
initialization-time,spidermonkeywasm,floyd-warshall,0.03226544399512932
initialization-time,spidermonkeywasm,nussinov,0.02984392101643607
initialization-time,spidermonkeywasm,deriche,0.032369024003855884
initialization-time,spidermonkeywasm,heat-3d,0.033760839025489986
initialization-time,spidermonkeywasm,seidel-2d,0.03496718197129667
initialization-time,spidermonkeywasm,jacobi-2d,0.0346397350076586
initialization-time,spidermonkeywasm,adi,0.03248201200040057
initialization-time,spidermonkeywasm,fdtd-2d,0.032635805022437125
initialization-time,spidermonkeywasm,jacobi-1d,0.03128456696867943
