type,name,test,value
execution-time,wasmtimecraneliftoptimized,covariance,6.174035
execution-time,wasmtimecraneliftoptimized,correlation,6.113521
execution-time,wasmtimecraneliftoptimized,mvt,0.030652
execution-time,wasmtimecraneliftoptimized,bicg,0.022092
execution-time,wasmtimecraneliftoptimized,doitgen,1.228495
execution-time,wasmtimecraneliftoptimized,2mm,6.730208
execution-time,wasmtimecraneliftoptimized,atax,0.020099
execution-time,wasmtimecraneliftoptimized,3mm,13.371989
execution-time,wasmtimecraneliftoptimized,gesummv,0.009278
execution-time,wasmtimecraneliftoptimized,syrk,3.037733
execution-time,wasmtimecraneliftoptimized,gemm,3.755835
execution-time,wasmtimecraneliftoptimized,syr2k,8.888385
execution-time,wasmtimecraneliftoptimized,trmm,2.739016
execution-time,wasmtimecraneliftoptimized,gemver,0.046155
execution-time,wasmtimecraneliftoptimized,symm,5.122467
execution-time,wasmtimecraneliftoptimized,trisolv,0.004906
execution-time,wasmtimecraneliftoptimized,durbin,0.013901
execution-time,wasmtimecraneliftoptimized,ludcmp,11.300078
execution-time,wasmtimecraneliftoptimized,gramschmidt,9.637185
execution-time,wasmtimecraneliftoptimized,cholesky,2.961938
execution-time,wasmtimecraneliftoptimized,lu,12.353972
execution-time,wasmtimecraneliftoptimized,floyd-warshall,84.767423
execution-time,wasmtimecraneliftoptimized,nussinov,12.663692
execution-time,wasmtimecraneliftoptimized,deriche,0.254717
execution-time,wasmtimecraneliftoptimized,heat-3d,11.747149
execution-time,wasmtimecraneliftoptimized,seidel-2d,21.521154
execution-time,wasmtimecraneliftoptimized,jacobi-2d,6.902457
execution-time,wasmtimecraneliftoptimized,adi,9.867628
execution-time,wasmtimecraneliftoptimized,fdtd-2d,6.627054
execution-time,wasmtimecraneliftoptimized,jacobi-1d,0.005779
