type,name,test,value
execution-time,spidermonkeywasm,covariance,5.963
execution-time,spidermonkeywasm,correlation,5.955
execution-time,spidermonkeywasm,mvt,0.021
execution-time,spidermonkeywasm,bicg,0.01
execution-time,spidermonkeywasm,doitgen,0.612
execution-time,spidermonkeywasm,2mm,4.677
execution-time,spidermonkeywasm,atax,0.01
execution-time,spidermonkeywasm,3mm,8.068
execution-time,spidermonkeywasm,gesummv,0.004
execution-time,spidermonkeywasm,syrk,1.633
execution-time,spidermonkeywasm,gemm,2.431
execution-time,spidermonkeywasm,syr2k,5.42
execution-time,spidermonkeywasm,trmm,2.428
execution-time,spidermonkeywasm,gemver,0.028
execution-time,spidermonkeywasm,symm,3.914
execution-time,spidermonkeywasm,trisolv,0.003
execution-time,spidermonkeywasm,durbin,0.007
execution-time,spidermonkeywasm,ludcmp,8.729
execution-time,spidermonkeywasm,gramschmidt,9.874
execution-time,spidermonkeywasm,cholesky,1.569
execution-time,spidermonkeywasm,lu,9.175
execution-time,spidermonkeywasm,floyd-warshall,40.854
execution-time,spidermonkeywasm,nussinov,8.683
execution-time,spidermonkeywasm,deriche,0.245
execution-time,spidermonkeywasm,heat-3d,4.987
execution-time,spidermonkeywasm,seidel-2d,19.599
execution-time,spidermonkeywasm,jacobi-2d,3.67
execution-time,spidermonkeywasm,adi,8.471
execution-time,spidermonkeywasm,fdtd-2d,3.619
execution-time,spidermonkeywasm,jacobi-1d,0.003
