type,name,test,value
initialization-time,wasmtimecranelift,covariance,0.08858019900071668
initialization-time,wasmtimecranelift,correlation,0.07013086999904772
initialization-time,wasmtimecranelift,mvt,0.07479129999956058
initialization-time,wasmtimecranelift,bicg,0.08631197300019267
initialization-time,wasmtimecranelift,doitgen,0.0721351299998787
initialization-time,wasmtimecranelift,2mm,0.07748465700024099
initialization-time,wasmtimecranelift,atax,0.07469489700088161
initialization-time,wasmtimecranelift,3mm,0.0748265550009819
initialization-time,wasmtimecranelift,gesummv,0.0771294879996276
initialization-time,wasmtimecranelift,syrk,0.07529708699985349
initialization-time,wasmtimecranelift,gemm,0.0719137630003388
initialization-time,wasmtimecranelift,syr2k,0.09136503099944093
initialization-time,wasmtimecranelift,trmm,0.0787733980014309
initialization-time,wasmtimecranelift,gemver,0.07465901999967173
initialization-time,wasmtimecranelift,symm,0.08581379499992181
initialization-time,wasmtimecranelift,trisolv,0.08600777899846435
initialization-time,wasmtimecranelift,durbin,0.07625904000087758
initialization-time,wasmtimecranelift,ludcmp,0.08979651699883107
initialization-time,wasmtimecranelift,gramschmidt,0.07450534800045716
initialization-time,wasmtimecranelift,cholesky,0.07900579799934349
initialization-time,wasmtimecranelift,lu,0.07816341600118903
initialization-time,wasmtimecranelift,floyd-warshall,0.07345200199961255
initialization-time,wasmtimecranelift,nussinov,0.07655508599964378
initialization-time,wasmtimecranelift,deriche,0.07595849400058796
initialization-time,wasmtimecranelift,heat-3d,0.07089339999947697
initialization-time,wasmtimecranelift,seidel-2d,0.09400976400138461
initialization-time,wasmtimecranelift,jacobi-2d,0.08871719099988695
initialization-time,wasmtimecranelift,adi,0.07324667200009571
initialization-time,wasmtimecranelift,fdtd-2d,0.0738762629989651
initialization-time,wasmtimecranelift,jacobi-1d,0.0746114840003429
