type,name,test,value
execution-time,spidermonkey,covariance,6.346
execution-time,spidermonkey,correlation,6.539
execution-time,spidermonkey,mvt,0.042
execution-time,spidermonkey,bicg,0.029
execution-time,spidermonkey,doitgen,1.787
execution-time,spidermonkey,2mm,7.771
execution-time,spidermonkey,atax,0.029
execution-time,spidermonkey,3mm,15.536
execution-time,spidermonkey,gesummv,0.012
execution-time,spidermonkey,syrk,2.918
execution-time,spidermonkey,gemm,4.996
execution-time,spidermonkey,syr2k,7.399
execution-time,spidermonkey,trmm,2.859
execution-time,spidermonkey,gemver,0.065
execution-time,spidermonkey,symm,5.313
execution-time,spidermonkey,trisolv,0.008
execution-time,spidermonkey,durbin,0.02
execution-time,spidermonkey,ludcmp,13.791
execution-time,spidermonkey,gramschmidt,9.506
execution-time,spidermonkey,cholesky,3.244
execution-time,spidermonkey,lu,13.343
execution-time,spidermonkey,floyd-warshall,69.821
execution-time,spidermonkey,nussinov,28.079
execution-time,spidermonkey,deriche,0.395
execution-time,spidermonkey,heat-3d,29.818
execution-time,spidermonkey,seidel-2d,19.207
execution-time,spidermonkey,jacobi-2d,11.258
execution-time,spidermonkey,adi,11.668
execution-time,spidermonkey,fdtd-2d,7.791
execution-time,spidermonkey,jacobi-1d,0.015
