type,name,test,value
initialization-time,wasmer,covariance,0.061692151999977796
initialization-time,wasmer,correlation,0.0599911939998492
initialization-time,wasmer,mvt,0.05999734499982878
initialization-time,wasmer,bicg,0.06142608299978747
initialization-time,wasmer,doitgen,0.06263312999999471
initialization-time,wasmer,2mm,0.06054305799989379
initialization-time,wasmer,atax,0.06034005299989076
initialization-time,wasmer,3mm,0.06172629100001359
initialization-time,wasmer,gesummv,0.06492016199990758
initialization-time,wasmer,syrk,0.06944559499970637
initialization-time,wasmer,gemm,0.06776753599979202
initialization-time,wasmer,syr2k,0.061181219999980385
initialization-time,wasmer,trmm,0.06015318499976274
initialization-time,wasmer,gemver,0.05963345899999695
initialization-time,wasmer,symm,0.05292335800004366
initialization-time,wasmer,trisolv,0.05656408300001203
initialization-time,wasmer,durbin,0.057663672999751725
initialization-time,wasmer,ludcmp,0.05447796699991159
initialization-time,wasmer,gramschmidt,0.0534006410002803
initialization-time,wasmer,cholesky,0.0582785189999413
initialization-time,wasmer,lu,0.05454641400001492
initialization-time,wasmer,floyd-warshall,0.05154868199997509
initialization-time,wasmer,nussinov,0.05314583800009132
initialization-time,wasmer,deriche,0.056426819000080286
initialization-time,wasmer,heat-3d,0.058853630000157864
initialization-time,wasmer,seidel-2d,0.05881132000013167
initialization-time,wasmer,jacobi-2d,0.058398751000368065
initialization-time,wasmer,adi,0.06323995499997181
initialization-time,wasmer,fdtd-2d,0.05597914899999523
initialization-time,wasmer,jacobi-1d,0.054913774999931775
